"tstat","ptype","value","n","tau","EY","B","H0A","H0Y","seed"
"T31","rho.oracle",0.41,48,10,0.5,200,TRUE,TRUE,4000010
"T31","rho.plug",0.425,48,10,0.5,200,TRUE,TRUE,4000010
"T32","rho.sharp",0.47,48,10,0.5,200,TRUE,TRUE,4000010
"T32","rho.oracle",0.45,48,10,0.5,200,TRUE,TRUE,4000010
"T32","rho.plug",0.46,48,10,0.5,200,TRUE,TRUE,4000010
"T33","rho.sharp",0.185,48,10,0.5,200,TRUE,TRUE,4000010
"T33","rho.oracle",0.175,48,10,0.5,200,TRUE,TRUE,4000010
"T33","rho.plug",0.245,48,10,0.5,200,TRUE,TRUE,4000010
"T41","rho.sharp",0.465,48,10,0.5,200,TRUE,TRUE,4000010
"T41","rho.oracle",0.41,48,10,0.5,200,TRUE,TRUE,4000010
"T41","rho.plug",0.425,48,10,0.5,200,TRUE,TRUE,4000010
"T42","rho.sharp",0.47,48,10,0.5,200,TRUE,TRUE,4000010
"T42","rho.oracle",0.45,48,10,0.5,200,TRUE,TRUE,4000010
"T42","rho.plug",0.46,48,10,0.5,200,TRUE,TRUE,4000010
"T43","rho.sharp",0.185,48,10,0.5,200,TRUE,TRUE,4000010
"T43","rho.oracle",0.175,48,10,0.5,200,TRUE,TRUE,4000010
"T43","rho.plug",0.245,48,10,0.5,200,TRUE,TRUE,4000010
"T11","rho.sharp",0.01,24,5,0.5,200,FALSE,TRUE,4000010
"T11","rho.oracle",0.48,24,5,0.5,200,FALSE,TRUE,4000010
"T11","rho.plug",0.385,24,5,0.5,200,FALSE,TRUE,4000010
"T12","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000010
"T12","rho.oracle",0.55,24,5,0.5,200,FALSE,TRUE,4000010
"T12","rho.plug",0.405,24,5,0.5,200,FALSE,TRUE,4000010
"T13","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000010
"T13","rho.oracle",0.625,24,5,0.5,200,FALSE,TRUE,4000010
"T13","rho.plug",0.555,24,5,0.5,200,FALSE,TRUE,4000010
"T21","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000010
"T21","rho.oracle",0.365,24,5,0.5,200,FALSE,TRUE,4000010
"T21","rho.plug",0.335,24,5,0.5,200,FALSE,TRUE,4000010
"T22","rho.sharp",0.06,24,5,0.5,200,FALSE,TRUE,4000010
"T22","rho.oracle",0.665,24,5,0.5,200,FALSE,TRUE,4000010
"T22","rho.plug",0.565,24,5,0.5,200,FALSE,TRUE,4000010
"T23","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000010
"T23","rho.oracle",0.375,24,5,0.5,200,FALSE,TRUE,4000010
"T23","rho.plug",0.33,24,5,0.5,200,FALSE,TRUE,4000010
"T31","rho.sharp",0.01,24,5,0.5,200,FALSE,TRUE,4000010
"T31","rho.oracle",0.45,24,5,0.5,200,FALSE,TRUE,4000010
"T31","rho.plug",0.37,24,5,0.5,200,FALSE,TRUE,4000010
"T32","rho.sharp",0.045,24,5,0.5,200,FALSE,TRUE,4000010
"T32","rho.oracle",0.675,24,5,0.5,200,FALSE,TRUE,4000010
"T32","rho.plug",0.545,24,5,0.5,200,FALSE,TRUE,4000010
"T33","rho.sharp",0.01,24,5,0.5,200,FALSE,TRUE,4000010
"T33","rho.oracle",0.62,24,5,0.5,200,FALSE,TRUE,4000010
"T33","rho.plug",0.46,24,5,0.5,200,FALSE,TRUE,4000010
"T41","rho.sharp",0.01,24,5,0.5,200,FALSE,TRUE,4000010
"T41","rho.oracle",0.45,24,5,0.5,200,FALSE,TRUE,4000010
"T41","rho.plug",0.37,24,5,0.5,200,FALSE,TRUE,4000010
"T42","rho.sharp",0.045,24,5,0.5,200,FALSE,TRUE,4000010
"T42","rho.oracle",0.675,24,5,0.5,200,FALSE,TRUE,4000010
"T42","rho.plug",0.545,24,5,0.5,200,FALSE,TRUE,4000010
"T43","rho.sharp",0.01,24,5,0.5,200,FALSE,TRUE,4000010
"T43","rho.oracle",0.62,24,5,0.5,200,FALSE,TRUE,4000010
"T43","rho.plug",0.46,24,5,0.5,200,FALSE,TRUE,4000010
"T11","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T11","rho.oracle",0.455,48,10,0.5,200,FALSE,TRUE,4000010
"T11","rho.plug",0.445,48,10,0.5,200,FALSE,TRUE,4000010
"T12","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T12","rho.oracle",0.415,48,10,0.5,200,FALSE,TRUE,4000010
"T12","rho.plug",0.4,48,10,0.5,200,FALSE,TRUE,4000010
"T13","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T13","rho.oracle",0.265,48,10,0.5,200,FALSE,TRUE,4000010
"T13","rho.plug",0.215,48,10,0.5,200,FALSE,TRUE,4000010
"T21","rho.sharp",0.01,48,10,0.5,200,FALSE,TRUE,4000010
"T21","rho.oracle",0.065,48,10,0.5,200,FALSE,TRUE,4000010
"T21","rho.plug",0.105,48,10,0.5,200,FALSE,TRUE,4000010
"T22","rho.sharp",0.015,48,10,0.5,200,FALSE,TRUE,4000010
"T22","rho.oracle",0.455,48,10,0.5,200,FALSE,TRUE,4000010
"T22","rho.plug",0.445,48,10,0.5,200,FALSE,TRUE,4000010
"T23","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T23","rho.oracle",0.04,48,10,0.5,200,FALSE,TRUE,4000010
"T23","rho.plug",0.07,48,10,0.5,200,FALSE,TRUE,4000010
"T31","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T31","rho.oracle",0.335,48,10,0.5,200,FALSE,TRUE,4000010
"T31","rho.plug",0.33,48,10,0.5,200,FALSE,TRUE,4000010
"T32","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T32","rho.oracle",0.485,48,10,0.5,200,FALSE,TRUE,4000010
"T32","rho.plug",0.48,48,10,0.5,200,FALSE,TRUE,4000010
"T33","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T33","rho.oracle",0.27,48,10,0.5,200,FALSE,TRUE,4000010
"T33","rho.plug",0.16,48,10,0.5,200,FALSE,TRUE,4000010
"T41","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T41","rho.oracle",0.335,48,10,0.5,200,FALSE,TRUE,4000010
"T41","rho.plug",0.33,48,10,0.5,200,FALSE,TRUE,4000010
"T42","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T42","rho.oracle",0.485,48,10,0.5,200,FALSE,TRUE,4000010
"T42","rho.plug",0.48,48,10,0.5,200,FALSE,TRUE,4000010
"T43","rho.sharp",0.005,48,10,0.5,200,FALSE,TRUE,4000010
"T43","rho.oracle",0.27,48,10,0.5,200,FALSE,TRUE,4000010
"T43","rho.plug",0.16,48,10,0.5,200,FALSE,TRUE,4000010
"T11","rho.sharp",0.02,24,5,0.5,200,FALSE,FALSE,4000010
"T11","rho.oracle",0.44,24,5,0.5,200,FALSE,FALSE,4000010
"T11","rho.plug",0.335,24,5,0.5,200,FALSE,FALSE,4000010
"T12","rho.sharp",0.03,24,5,0.5,200,FALSE,FALSE,4000010
"T12","rho.oracle",0.34,24,5,0.5,200,FALSE,FALSE,4000010
"T12","rho.plug",0.265,24,5,0.5,200,FALSE,FALSE,4000010
"T13","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000010
"T13","rho.oracle",0.625,24,5,0.5,200,FALSE,FALSE,4000010
"T13","rho.plug",0.435,24,5,0.5,200,FALSE,FALSE,4000010
"T21","rho.sharp",0.195,24,5,0.5,200,FALSE,FALSE,4000010
"T21","rho.oracle",0.27,24,5,0.5,200,FALSE,FALSE,4000010
"T21","rho.plug",0.24,24,5,0.5,200,FALSE,FALSE,4000010
"T22","rho.sharp",0.195,24,5,0.5,200,FALSE,FALSE,4000010
"T22","rho.oracle",0.465,24,5,0.5,200,FALSE,FALSE,4000010
"T22","rho.plug",0.34,24,5,0.5,200,FALSE,FALSE,4000010
"T23","rho.sharp",0.025,24,5,0.5,200,FALSE,FALSE,4000010
"T23","rho.oracle",0.48,24,5,0.5,200,FALSE,FALSE,4000010
"T23","rho.plug",0.32,24,5,0.5,200,FALSE,FALSE,4000010
"T31","rho.sharp",0.035,24,5,0.5,200,FALSE,FALSE,4000010
"T31","rho.oracle",0.205,24,5,0.5,200,FALSE,FALSE,4000010
"T31","rho.plug",0.205,24,5,0.5,200,FALSE,FALSE,4000010
"T32","rho.sharp",0.075,24,5,0.5,200,FALSE,FALSE,4000010
"T32","rho.oracle",0.325,24,5,0.5,200,FALSE,FALSE,4000010
"T32","rho.plug",0.295,24,5,0.5,200,FALSE,FALSE,4000010
"T33","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000010
"T33","rho.oracle",0.46,24,5,0.5,200,FALSE,FALSE,4000010
"T33","rho.plug",0.31,24,5,0.5,200,FALSE,FALSE,4000010
"T41","rho.sharp",0.035,24,5,0.5,200,FALSE,FALSE,4000010
"T41","rho.oracle",0.205,24,5,0.5,200,FALSE,FALSE,4000010
"T41","rho.plug",0.205,24,5,0.5,200,FALSE,FALSE,4000010
"T42","rho.sharp",0.075,24,5,0.5,200,FALSE,FALSE,4000010
"T42","rho.oracle",0.325,24,5,0.5,200,FALSE,FALSE,4000010
"T42","rho.plug",0.295,24,5,0.5,200,FALSE,FALSE,4000010
"T43","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000010
"T43","rho.oracle",0.46,24,5,0.5,200,FALSE,FALSE,4000010
"T43","rho.plug",0.31,24,5,0.5,200,FALSE,FALSE,4000010
"T11","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T11","rho.oracle",0.035,48,10,0.5,200,FALSE,FALSE,4000010
"T11","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T12","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T12","rho.oracle",0.02,48,10,0.5,200,FALSE,FALSE,4000010
"T12","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000010
"T13","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T13","rho.oracle",0.815,48,10,0.5,200,FALSE,FALSE,4000010
"T13","rho.plug",0.685,48,10,0.5,200,FALSE,FALSE,4000010
"T21","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T21","rho.oracle",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T21","rho.plug",0.025,48,10,0.5,200,FALSE,FALSE,4000010
"T22","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T22","rho.oracle",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T22","rho.plug",0.02,48,10,0.5,200,FALSE,FALSE,4000010
"T23","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T23","rho.oracle",0.9,48,10,0.5,200,FALSE,FALSE,4000010
"T23","rho.plug",0.82,48,10,0.5,200,FALSE,FALSE,4000010
"T31","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T31","rho.oracle",0.02,48,10,0.5,200,FALSE,FALSE,4000010
"T31","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T32","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T32","rho.oracle",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T32","rho.plug",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T33","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T33","rho.oracle",0.955,48,10,0.5,200,FALSE,FALSE,4000010
"T33","rho.plug",0.91,48,10,0.5,200,FALSE,FALSE,4000010
"T41","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T41","rho.oracle",0.02,48,10,0.5,200,FALSE,FALSE,4000010
"T41","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T42","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T42","rho.oracle",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T42","rho.plug",0.01,48,10,0.5,200,FALSE,FALSE,4000010
"T43","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000010
"T43","rho.oracle",0.955,48,10,0.5,200,FALSE,FALSE,4000010
"T43","rho.plug",0.91,48,10,0.5,200,FALSE,FALSE,4000010
